azn	0.002212
thats	0.008850
phewph.	0.002212
bullshit	0.002212
haha	0.002212
doesnt	0.004425
its	0.002212
wait	0.004425
until	0.002212
yeah	0.006637
search	0.002212
forgot	0.002212
lololol	0.002212
daway.	0.002212
bed.	0.002212
gonna	0.002212
bitch.	0.002212
asked	0.002212
didmt	0.002212
how	0.002212
2014	0.002212
yes.	0.002212
taiwanese.	0.002212
discussing	0.002212
he	0.004425
one.	0.002212
lolololol.	0.002212
to..?	0.002212
<3.	0.002212
reserahicing	0.002212
taitai.	0.002212
day.	0.002212
coming	0.002212
yesterday.	0.002212
go	0.004425
we	0.004425
computer	0.002212
tomorrow.	0.002212
fuckin	0.002212
heart.	0.002212
too.	0.002212
face.	0.002212
whats	0.002212
could	0.002212
lawl.	0.002212
meidcine	0.002212
do	0.004425
hard	0.002212
counts.	0.002212
21,	0.002212
safe	0.002212
sarcasm	0.002212
taiwan	0.002212
5:45.	0.002212
a	0.008850
running.	0.002212
sooooo	0.002212
back	0.002212
hour	0.002212
k	0.002212
talked	0.002212
i	0.048673
up	0.004425
u	0.006637
g.	0.002212
what	0.006637
sorry	0.004425
underground.	0.002212
wtf	0.002212
tests.	0.002212
yayi.	0.004425
to	0.017699
tm	0.002212
yaaaa.	0.002212
bs	0.002212
sooo.	0.002212
clicked	0.002212
close	0.002212
lame.	0.002212
would	0.004425
coronial	0.002212
friday.	0.002212
taiwanese	0.004425
china	0.004425
be	0.004425
me.	0.004425
gandao	0.002212
get	0.004425
so	0.004425
watch	0.002212
fam	0.002212
shuo.	0.002212
and	0.004425
henrique	0.002212
that	0.011062
tuesday.	0.002212
internships	0.002212
doing	0.004425
website.	0.002212
ohhhhhhhhhh.	0.002212
jeez.	0.002212
got	0.002212
thing	0.002212
case.	0.002212
result	0.002212
erg	0.004425
can	0.008850
====.	0.002212
that.	0.002212
crunkness.	0.002212
about	0.011062
blank.	0.002212
tried	0.002212
id??	0.002212
didnt	0.002212
nah	0.002212
it.	0.008850
email^.	0.002212
found.	0.002212
it?	0.002212
feel	0.002212
oh.	0.002212
racist	0.002212
havea	0.002212
at	0.004425
waheevr	0.002212
sorry.	0.002212
as	0.002212
you	0.013274
idk	0.002212
bitchy.	0.002212
lol.	0.004425
which	0.002212
take	0.002212
am	0.002212
^extent	0.002212
an	0.004425
is?	0.002212
shen	0.004425
shei	0.002212
why	0.004425
cst.	0.002212
again.	0.002212
pretend.	0.002212
phoebe	0.002212
they	0.004425
thxxx	0.002212
for	0.004425
test	0.002212
sad	0.002212
no	0.011062
ugh.	0.004425
of	0.002212
are	0.004425
not.	0.004425
weiqu.	0.002212
w/e	0.002212
respond	0.002212
colonial	0.002212
only	0.002212
on	0.006637
says	0.006637
ok	0.002212
oh	0.006637
nvm.	0.002212
we're	0.002212
or	0.004425
done	0.002212
did	0.006637
like	0.006637
was.	0.002212
dood.	0.002212
not	0.008850
solid.	0.002212
now	0.002212
then	0.002212
say	0.002212
descent.	0.002212
saw	0.002212
link	0.004425
click	0.002212
right.	0.002212
weiqu	0.002212
trying	0.002212
according	0.002212
when.	0.002212
night.	0.002212
watch.	0.002212
say.	0.002212
anyway.	0.004425
wtf.	0.002212
me	0.004425
exams.	0.002212
prob	0.004425
o.	0.002212
want	0.002212
just	0.013274
applying	0.002212
movie	0.002212
my	0.011062
weekends	0.002212
bitch	0.002212
hates	0.002212
apply	0.002212
literally	0.002212
but	0.002212
send	0.002212
cause	0.004425
ju	0.002212
monday	0.002212
warnings.	0.002212
travel	0.002212
good.	0.002212
chinese	0.004425
wife.	0.002212
kids.	0.002212
random.	0.002212
laoshi	0.002212
please	0.002212
10:53pm	0.002212
january	0.002212
when	0.002212
pib?	0.002212
howd	0.002212
yours.	0.002212
internships.	0.006637
wants	0.002212
====	0.002212
what.	0.006637
stuff	0.002212
even	0.002212
good?	0.002212
internships?	0.002212
taiwan.	0.002212
this	0.011062
call	0.002212
ugh	0.002212
have	0.011062
one	0.002212
emailed	0.002212
from	0.002212
huangtuesday,	0.002212
was	0.004425
chines.	0.002212
if	0.006637
read	0.002212
spent	0.002212
lul.	0.002212
is	0.024336
with	0.006637
it	0.024336
in.	0.002212
website	0.002212
ya	0.002212
email.	0.002212
omg	0.006637
the	0.022124
came	0.002212
im	0.017699
know	0.006637
in	0.004425
chinese.	0.004425
liu	0.002212
tower	0.002212
flashing	0.002212
omg.	0.004425
yaaa	0.002212
dude	0.002212
wrong	0.002212
fine!	0.002212
lets	0.002212
